,length,min_row,min_col,max_row,max_col
1,29.0,2489,776,2514,805
2,28.0,2618,648,2646,665
3,25.0,2653,3158,2677,3178
4,25.0,4115,4574,4140,4591
5,31.0,4130,5136,4161,5160
6,33.0,4142,4980,4160,5013
7,29.0,4188,5816,4193,5845
8,20.0,4341,2937,4350,2949
9,19.0,4381,1449,4400,1455
10,21.0,4384,2049,4405,2054
11,22.0,4403,2962,4413,2968
12,28.0,4405,2716,4433,2723
13,22.0,4416,2029,4419,2051
14,44.0,4421,2441,4443,2485
15,28.0,4447,2921,4455,2949
16,28.0,4460,2608,4488,2616
17,24.0,8549,3123,8562,3146
18,15.0,9470,1695,9472,1710
19,16.0,10092,4088,10102,4096
20,19.0,10100,4604,10116,4615
21,38.0,10118,5239,10156,5252
22,18.0,10206,766,10224,767
23,15.0,10219,813,10234,817
24,34.0,10247,1463,10281,1467
25,23.0,10249,3075,10256,3089
26,22.0,10258,2819,10266,2841
27,26.0,10277,1824,10287,1838
28,34.0,10301,2792,10313,2814
29,22.0,10307,2398,10312,2420
30,24.0,10322,2275,10329,2299
