,length,min_row,min_col,max_row,max_col
1,30.0,1826,6183,1856,6188
2,28.0,1894,4509,1905,4537
3,25.0,1898,5900,1918,5922
4,49.0,1904,3966,1927,3992
5,41.0,1908,3705,1946,3717
6,19.0,2270,3297,2281,3308
7,20.0,2281,2408,2301,2412
8,50.0,3571,4157,3580,4192
9,32.0,3613,4611,3631,4628
10,42.0,3616,5529,3644,5561
11,46.0,3654,5968,3685,6010
12,33.0,3937,3374,3965,3382
13,25.0,3943,2607,3968,2618
14,21.0,5630,5132,5632,5153
15,48.0,7968,4068,8006,4087
16,23.0,10033,1185,10040,1196
17,30.0,10033,2400,10063,2413
