,length,min_row,min_col,max_row,max_col
1,26.0,2365,5557,2391,5571
2,28.0,2393,5720,2418,5736
3,33.0,2402,5054,2430,5074
4,25.0,2412,3320,2426,3337
5,4.0,2414,5368,2418,5371
6,27.0,2421,5359,2433,5371
7,9.0,2426,4039,2432,4047
8,24.0,2442,4365,2466,4383
9,19.0,2603,2289,2622,2302
10,34.0,2653,1391,2685,1413
11,34.0,2660,1909,2694,1931
12,24.0,2662,1696,2680,1719
13,16.0,2693,3018,2705,3034
14,4.0,2700,1026,2704,1027
15,30.0,2703,2551,2723,2579
16,4.0,2707,1615,2709,1619
17,8.0,4094,3941,4096,3949
18,4.0,4095,5349,4096,5353
19,5.0,4096,769,4098,774
20,28.0,4134,5653,4159,5671
21,39.0,4137,5117,4154,5154
22,25.0,4143,5526,4168,5535
23,25.0,4191,3520,4202,3545
24,18.0,4195,3341,4212,3355
25,20.0,4208,4186,4219,4206
26,27.0,4222,3863,4245,3883
27,6.0,4350,2082,4352,2088
28,15.0,4410,1739,4421,1754
29,16.0,4410,3072,4426,3074
30,17.0,4426,1539,4438,1555
31,37.0,4442,949,4477,976
32,27.0,4478,2941,4487,2968
33,4.0,5928,1209,5930,1213
34,5.0,6399,1361,6400,1366
35,18.0,8349,4224,8358,4242
36,30.0,8371,4810,8382,4840
37,26.0,10012,5807,10037,5831
38,28.0,10037,5464,10065,5470
39,29.0,10101,4956,10129,4978
40,18.0,10127,4336,10145,4341
41,44.0,10310,2743,10346,2774
42,15.0,10313,2031,10328,2045
43,35.0,10321,3026,10340,3061
44,71.0,10327,2295,10358,2326
45,50.0,10346,2827,10367,2849
46,36.0,10349,1133,10385,1156
47,9.0,10350,2194,10359,2200
