,length,min_row,min_col,max_row,max_col
1,26.0,1975,5011,1984,5034
2,28.0,1989,4482,2012,4499
3,29.0,2023,6215,2041,6228
4,41.0,2194,1506,2235,1519
5,37.0,2242,1211,2250,1237
6,22.0,2255,2519,2262,2533
7,31.0,2272,2111,2276,2142
8,17.0,2283,3511,2289,3523
9,21.0,2352,2048,2373,2049
10,36.0,2368,2845,2390,2860
11,23.0,2384,2827,2392,2845
12,17.0,2388,1574,2398,1582
13,16.0,2416,3236,2423,3249
14,29.0,2561,3752,2563,3781
15,16.0,2561,3802,2566,3818
16,26.0,2632,3328,2658,3329
17,30.0,2932,5606,2956,5614
18,28.0,2960,5611,2980,5618
19,20.0,2992,4864,3012,4865
20,19.0,3285,2637,3298,2646
21,54.0,4054,1153,4083,1174
22,37.0,4097,3485,4110,3498
23,16.0,4100,1141,4111,1151
