,length,min_row,min_col,max_row,max_col
1,45.0,4045,7959,4073,7978
2,27.0,4089,7020,4095,7044
3,21.0,4343,7567,4351,7582
4,22.0,4353,6570,4355,6592
5,26.0,4581,3043,4583,3069
6,33.0,4609,5789,4614,5820
7,22.0,5121,6150,5123,6172
8,21.0,5356,4257,5362,4278
9,21.0,5882,5240,5888,5261
10,21.0,6230,4100,6249,4115
11,35.0,7160,7111,7168,7135
12,25.0,7361,7085,7370,7108
13,20.0,7602,7314,7610,7334
14,27.0,7681,7087,7684,7113
15,29.0,8171,4037,8173,4066
16,51.0,8292,7007,8294,7058
17,31.0,9315,5912,9324,5934
18,25.0,9572,5456,9577,5481
19,34.0,9605,3072,9639,3073
20,20.0,9720,5002,9728,5013
21,30.0,9946,7993,9966,8018
22,20.0,10414,3286,10434,3295
23,48.0,10879,3535,10920,3541
24,35.0,11208,5079,11214,5103
25,26.0,11225,4373,11245,4382
26,29.0,11248,4376,11264,4386
27,34.0,12042,3874,12076,3877
