,length,min_row,min_col,max_row,max_col
1,26.0,1975,5011,1984,5034
2,28.0,1989,4482,2012,4499
3,29.0,2023,6215,2041,6228
4,41.0,2194,1506,2235,1519
5,37.0,2242,1211,2250,1237
6,22.0,2255,2519,2262,2533
7,31.0,2272,2111,2276,2142
8,21.0,2352,2048,2373,2049
9,36.0,2368,2845,2390,2860
10,23.0,2384,2827,2392,2845
11,29.0,2561,3752,2563,3781
12,26.0,2632,3328,2658,3329
13,30.0,2932,5606,2956,5614
14,28.0,2960,5611,2980,5618
15,20.0,2992,4864,3012,4865
16,19.0,3285,2637,3298,2646
17,54.0,4054,1153,4083,1174
18,37.0,4097,3485,4110,3498
