,length,min_row,min_col,max_row,max_col
1,19.0,6890,3666,6909,3677
2,15.0,6901,5536,6910,5544
3,30.0,6910,4633,6912,4663
4,19.0,6910,5185,6912,5204
5,18.0,6912,4745,6917,4763
6,35.0,6931,5561,6945,5594
7,40.0,8626,3824,8666,3838
8,26.0,8673,3823,8681,3838
9,45.0,8683,5688,8725,5711
10,29.0,8686,5380,8694,5397
11,14.0,8702,4352,8704,4366
12,20.0,8703,717,8706,737
13,64.0,8708,5277,8732,5323
14,50.0,8717,4342,8740,4369
15,37.0,8741,3638,8758,3671
16,33.0,8809,2029,8830,2049
17,35.0,8838,2990,8873,2999
